 ,Time,Time.1,Place,Place.1,Place.2,Place.3,Place.4,Place.5,Place.6,Environment,Environment.1,Environment.2,Environment.3,Environment.4,Environment.5,Aircraft 1,Aircraft 1.1,Aircraft 1.2,Aircraft 1.3,Aircraft 1.4,Aircraft 1.5,Aircraft 1.6,Aircraft 1.7,Aircraft 1.8,Aircraft 1.9,Aircraft 1.10,Aircraft 1.11,Aircraft 1.12,Aircraft 1.13,Aircraft 1.14,Aircraft 1.15,Aircraft 1.16,Aircraft 1.17,Aircraft 1.18,Aircraft 1.19,Aircraft 1.20,Aircraft 1.21,Aircraft 1.22,Aircraft 1.23,Aircraft 1.24,Aircraft 1.25,Aircraft 1.26,Aircraft 1.27,Aircraft 1.28,Aircraft 1.29,Aircraft 1.30,Aircraft 1.31,Aircraft 1.32,Aircraft 1.33,Aircraft 1.34,Component,Component.1,Component.2,Component.3,Aircraft 2,Aircraft 2.1,Aircraft 2.2,Aircraft 2.3,Aircraft 2.4,Aircraft 2.5,Aircraft 2.6,Aircraft 2.7,Aircraft 2.8,Aircraft 2.9,Aircraft 2.10,Aircraft 2.11,Aircraft 2.12,Aircraft 2.13,Aircraft 2.14,Aircraft 2.15,Aircraft 2.16,Aircraft 2.17,Aircraft 2.18,Aircraft 2.19,Aircraft 2.20,Aircraft 2.21,Aircraft 2.22,Aircraft 2.23,Aircraft 2.24,Aircraft 2.25,Aircraft 2.26,Aircraft 2.27,Aircraft 2.28,Aircraft 2.29,Aircraft 2.30,Aircraft 2.31,Aircraft 2.32,Aircraft 2.33,Aircraft 2.34,Person 1,Person 1.1,Person 1.2,Person 1.3,Person 1.4,Person 1.5,Person 1.6,Person 1.7,Person 1.8,Person 1.9,Person 1.10,Person 2,Person 2.1,Person 2.2,Person 2.3,Person 2.4,Person 2.5,Person 2.6,Person 2.7,Person 2.8,Person 2.9,Person 2.10,Events,Events.1,Events.2,Events.3,Events.4,Events.5,Assessments,Assessments.1,Report 1.2
515019,200106,1801-2400,059.Airport,WA,,,75,,,VMC,10,,Daylight,8000,,CTAF 059,Personal,Cessna 150,,1,Part 91,,Personal,,Landing,Other Traffic Pattern,,,,,,,,,,,,,,,,,,,,,,,,,Tail Boom,,X,Failed,,Personal,Small Aircraft,,1,Part 91,,Personal,,Initial Approach,Other Traffic Pattern,Class G 0S9.G,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Pilot Flying; Single Pilot,Flight Crew Private; Flight Crew Instrument; Flight Crew Flight Instructor; Flight Crew Commercial; Flight Crew Multiengine,Flight Crew Last 90 Days 250; Flight Crew Total 315; Flight Crew Type 75,,,,,515019,Aircraft Y,,Personal,Single Pilot; Pilot Flying,,,,,,,,Aircraft Equipment Problem Less Severe; Conflict NMAC; Deviation / Discrepancy - Procedural Published Material / Policy; Other SEE AND AVOID CONCEPT,,,Person Flight Crew,,Aircraft Aircraft Damaged; Flight Crew Took Evasive Action,Human Factors,Human Factors,NMAC BTWN A C150 PULLING OFF PWR FOR THE LNDG FLARE AT AN UNCTLED ARPT AND A SMA LOW WING XING IMMEDIATELY IN FRONT OF THE ACFT. RPTR DIVED TO AVOID THE OTHER ACFT CAUSING A HARD LNDG WHICH BROKE OFF THE TAILSKID TIE-DOWN RING.
516801,200106,1201-1800,RUQ.Airport,NC,,0,0,,,VMC,10,,Daylight,CLR,,CTAF RUQ,Personal,Cessna 152,,1,Part 91,,Personal,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,Normal Brake System,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Pilot Flying; Single Pilot,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Commercial,Flight Crew Last 90 Days 4; Flight Crew Total 1890; Flight Crew Type 2,,,,,516801,,,Personal,Observer; GND STAFF,,,,,,,,Aircraft Equipment Problem Critical; Ground Event / Encounter Loss Of Aircraft Control; Ground Excursion Taxiway,,,Person Flight Crew,,Aircraft Aircraft Damaged; Flight Crew Took Evasive Action; General Maintenance Action,Aircraft,Aircraft,C152 PLT ON TAXI OUT EXPERIENCES BRAKE MALFUNCTIONING. ACTION INSUFFICIENT TO MAINTAIN DIRECTIONAL CTL AND ACFT WENT OFF THE TXWY.
518947,200107,1801-2400,SFB.Airport,FL,,10,,1500,,VMC,,,Daylight,,,Tower SFB.Tower,Personal,Cessna 150,,1,Part 91,,Personal,,Cruise,,Class G SFB.G,,,,,,,,,,,,,,,,,,,,,,,,Reciprocating Engine Assembly,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Pilot Flying; Single Pilot,Flight Crew Instrument; Flight Crew Commercial; Flight Crew Flight Instructor; Flight Crew Private,Flight Crew Last 90 Days 35; Flight Crew Total 2750; Flight Crew Type 600,,,,,518947,,,Government,County Sheriff,,,,,,,,Aircraft Equipment Problem Critical; Other Off Arpt Forced Lndg.,,,Automation Aircraft Other Automation; Person Flight Crew,,Flight Crew Landed in Emergency Condition; General Maintenance Action,Aircraft,Aircraft,C150 PLT MADE AN EMER OFF ARPT LNDG IN AN OPEN FIELD AFTER THE ENG LOST SUFFICIENT PWR TO MAKE IT TO THE ARPT 10 MI AWAY. THE ACFT WAS NOT DAMAGED AND THERE WERE NO INJURIES TO THE OCCUPANTS.
519689,200107,1801-2400,OKK.Airport,IN,,2,,2000,,VMC,,,Daylight,,,CTAF OKK,,Cessna 150,,1,Part 91,VFR,Personal,,Initial Approach,,Class E OKK.E,,,,,,,,,,,,,,,,,,,,,,,,Reciprocating Engine Assembly,,X,Improperly Operated,,Personal,Small Aircraft,,,Part 91,,,,Landing,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 8; Flight Crew Total 136; Flight Crew Type 60,,,,,519689,Aircraft Y,,,Pilot Flying; Single Pilot,,,,,,,,Aircraft Equipment Problem Critical; Other OFF ARPT FORCED LANDING,,,Automation Aircraft Other Automation; Person Flight Crew,,Flight Crew Landed in Emergency Condition; General Declared Emergency,Human Factors; Aircraft,Human Factors,CESSNA 150 PLT MADE AN OFF ARPT EMER FORCED LNDG AFTER HIS ENG STOPPED 2 MI SHORT OF THE RWY AND LANDED IN A BEAN FIELD. THERE WAS NO DAMAGE TO THE ACFT OR INJURIES.
519717,200107,0601-1200,ITH.Airport,NY,270,10,,3500,,VMC,,,Daylight,,,Tower ITH.Tower,Personal,Cessna 152,,1,Part 91,,Training,,Cruise; Initial Approach,Visual Approach,Class D ITH.D,,,,,,,,,,,,,,,,,,,,,,,,Flap Control (Trailing & Leading Edge),,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,FBO,Instructor; Single Pilot; Pilot Not Flying,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Commercial; Flight Crew Flight Instructor,Flight Crew Last 90 Days 50; Flight Crew Total 850; Flight Crew Type 250,,,,,519717,Aircraft X,,FBO,Trainee; Pilot Flying,,,,,,,,Aircraft Equipment Problem Critical; Other FLAPS STUCK FULL DOWN,,,Automation Aircraft Other Automation; Person Flight Crew,,Air Traffic Control Provided Assistance; General Maintenance Action,Aircraft,Aircraft,C152 INSTRUCTOR; WITH STUDENT; HAD THE WING FLAPS STUCK IN THE FULL DOWN POS DURING PRACTICE STALL RECOVERY RESULTING IN A SUCCESSFUL EMER LNDG BACK AT HIS HOME BASE.
520586,200108,1801-2400,SCT.TRACON,CA,,,,4500,,VMC,,,Daylight,,,TRACON SCT.TRACON,Personal,Cessna 152,,1,Part 91,,Personal,,Cruise,,Class E SCT.E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Single Pilot; Pilot Flying,Flight Crew Commercial; Flight Crew Instrument,Flight Crew Last 90 Days 12.0; Flight Crew Total 375; Flight Crew Type 150,,,,,520586,Facility SCT.TRACON,,Government,Approach,,,,,,,,Aircraft Equipment Problem Less Severe,,,Person Flight Crew,,Air Traffic Control Issued Advisory / Alert; Air Traffic Control Issued New Clearance; Flight Crew Diverted; Flight Crew Overcame Equipment Problem; General Maintenance Action,Aircraft,Aircraft,C152 PLT IN THE LOS ANGELES BASIN DISCOVERS HIS RADIO INOP; HIS HANDHELD NOT XMITTING; DOES THE RIGHT THING AND ARRIVES AT DEST.
523311,200108,0001-0600,GON.Airport,CT,,15,,3500,,VMC,10,,Daylight,7500,,Tower PVD.Tower,Personal,Cessna 150,,1,Part 91,VFR,Personal,,Cruise,,Class E PVD.E,,,,,,,,,,,,,,,,,,,,,,,,Powerplant Fuel Control Unit,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Single Pilot; Pilot Flying,Flight Crew Commercial; Flight Crew Instrument,Flight Crew Last 90 Days 75; Flight Crew Total 240; Flight Crew Type 70,,,,,523311,Facility PVD.Tower,,Government,Local,,,,,,,,Aircraft Equipment Problem Critical; Inflight Event / Encounter Loss Of Aircraft Control; Inflight Event / Encounter Unstabilized Approach,,,Person Flight Crew,,Air Traffic Control Provided Assistance; Flight Crew Diverted; Flight Crew Landed As Precaution; Flight Crew Landed in Emergency Condition; General Declared Emergency; General Maintenance Action,Aircraft; Human Factors,Aircraft,A C150 PLT ENCOUNTERED A LOSS OF ENG PWR; LNDG SHORT OF DEST.
525259,200109,,ZZZ.Airport,FO,,,0,,,,,,,,,,Personal,Cessna 150,,1,Part 91,,Passenger,,Parked,,,,,,N,Scheduled Maintenance,,,,,,,,,,,,,,,,,,,Reciprocating Engine Assembly,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company,,Contracted Service,Inspector,Maintenance Inspection Authority; Maintenance Airframe; Maintenance Powerplant,Maintenance Lead Technician 5; Maintenance Technician 20,,Troubleshooting,,,525259,,,Personal,Observer,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural FAR,,,Person Other Person,,General None Reported / Taken; General Maintenance Action,Logbook Entry; Aircraft; Human Factors,Human Factors,A CESSNA 150 AFTER COMPLETION OF THE ANNUAL INSPECTION AND RELEASE FOR SVC INSPECTOR DISCOVERED INCORRECT ENG WAS INSTALLED.
526945,200110,1201-1800,FDK.Airport,MD,,,0,,,VMC,,,Daylight,,,UNICOM FDK,Personal,Cessna 152,,1,Part 91,,Training,,Landing,,,,,,,,,,,,,,,,,,,,,,,,,,Indicating and Warning - Fuel System,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Single Pilot; Pilot Flying,Flight Crew Instrument; Flight Crew Flight Instructor; Flight Crew Commercial; Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine,Flight Crew Last 90 Days 35; Flight Crew Total 1800; Flight Crew Type 800,,,,,526945,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Other / Unknown,,,Person Flight Crew,,General None Reported / Taken,Aircraft; Airport; Human Factors,Aircraft,A C152 CFI FLIES HIS ACFT WITH LESS FUEL THAN REQUIRED TO SATISFY THE 30 MIN VFR REQUIREMENT AFTER DIPPING HIS TANKS AT W05; MD.
529224,200111,1201-1800,ZZZ.Airport,US,,15,,3000,,VMC,,,Daylight,,,,Personal,Cessna 150,,1,Part 91,VFR,Ferry / Re-Positioning,GPS,Cruise,Vectors,Special Use ZZZ.Restricted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Single Pilot; Pilot Flying,Flight Crew Private,Flight Crew Last 90 Days 16; Flight Crew Total 705; Flight Crew Type 300,,,,,529224,,,Government,Flight Service,,,,,,,,Aircraft Equipment Problem Critical; Airspace Violation All Types; Deviation / Discrepancy - Procedural FAR,,,Automation Air Traffic Control; Person Air Traffic Control; Person Flight Crew,,Flight Crew Diverted; Flight Crew Exited Penetrated Airspace; General Maintenance Action,Aircraft; Airspace Structure; Environment - Non Weather Related; Human Factors,Aircraft,SMA PRIVATE PLT INADVERTENTLY ENTERED A TEMPORARY RESTR AIRSPACE DURING A FERRY FLT AND SUBSEQUENTLY BEING VECTORED FOR AN EMER LNDG AT A PRIVATE AIR STRIP.
529479,200111,1201-1800,ZZZ.Airport,US,,10,,2000,,VMC,10,,Daylight,,,UNICOM zzz,Personal,Cessna 150,,1,Part 91,,Personal,,Cruise,,Class G ZZZ.G,,,,,,,,,,,,,,,,,,,,,,,,Oil Pressure Indication,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Pilot Flying; Single Pilot,Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 60; Flight Crew Total 11000; Flight Crew Type 140,,,,,529479,,,Government,FBO Personnel,,,,,,,,Aircraft Equipment Problem Critical; Airspace Violation All Types; Other Possible Engine Failure In Single Engine Acft.,,,Automation Aircraft Other Automation; Person Flight Crew,,Flight Crew Diverted; Flight Crew Landed in Emergency Condition; General None Reported / Taken; General Maintenance Action; General Declared Emergency,Aircraft; Company Policy,Company Policy,C-150 PLT; AFTER DECLARING AN EMER; LANDED AT THE NEAREST SUITABLE ARPT. ARPT WAS IN A TFR AREA. THE FAA FSDO HAD THREATENED A PLT VIOLATION.
531778,200112,1201-1800,HWO.Airport,FL,290,12,,2500,,VMC,,,Daylight,,,Tower HWO.Tower,Personal,Cessna 152,,1,Part 91,,Personal,,Cruise,,Class E HWO.E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 13; Flight Crew Total 8.5; Flight Crew Type 79,,,,,531778,Facility HWO.Tower,,Contracted Service,Local,,,,,,,,Aircraft Equipment Problem Critical; Other ENG FAILURE,,,Automation Aircraft Other Automation; Person Flight Crew,,Flight Crew Landed in Emergency Condition; General Declared Emergency; General Maintenance Action,Aircraft,Aircraft,CESSNA 152 PVT PLT MAKES SUCCESSFUL OFF ARPT LNDG IN A FIELD AFTER ENG FAILURE DURING CRUISE.
533549,200112,0601-1200,L08.Airport,CA,,,,7500,,VMC,,,Daylight,,,Center ZLA.ARTCC,Personal,Cessna 152,,1,Part 91,VFR,Training,,Cruise,,Class E ZLA.E,,,,,,,,,,,,,,,,,,,,,,,,Carburetor Heat Control,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Single Pilot; Pilot Flying,Flight Crew Private; Flight Crew Instrument,Flight Crew Last 90 Days 25; Flight Crew Total 160; Flight Crew Type 160,,,,,533549,Facility ZLA.ARTCC,,Government,Enroute,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Weather / Turbulence,,,Person Flight Crew,,Air Traffic Control Issued New Clearance; Air Traffic Control Provided Assistance; Flight Crew Landed in Emergency Condition; Flight Crew Diverted; General None Reported / Taken,Company Policy; Human Factors; Weather,Human Factors,C152 PLT LOST ENG PWR AND HAD A ROUGH RUNNING ENG DUE TO UNRECOGNIZED CARB ICING.
534229,200201,0601-1200,I69.Airport,OH,,6,,3000,,VMC,20,,Daylight,CLR,,TRACON CVG.TRACON,Personal,Cessna 152,,1,Part 91,,Training,,Cruise,,Class E CVG.E,,,,,,,,,,,,,,,,,,,,,,,,Fuel Storage System,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Pilot Flying; Single Pilot,Flight Crew Student; Flight Crew Private; Flight Crew Instrument,Flight Crew Last 90 Days 35; Flight Crew Total 230; Flight Crew Type 110,,,,,534229,,,,FBO Personnel,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural FAR; Other FUEL EXHAUSTION,,,Person Flight Crew,,Air Traffic Control Provided Assistance; Flight Crew Landed in Emergency Condition; General Maintenance Action; General Declared Emergency,Aircraft; Human Factors,Human Factors,A LOW TIME PVT PLT IN A C152 RUNS OUT OF FUEL AFTER HALF AN HOUR OF FLT AND GETS A VECTOR FROM CVG APCH CTLR FOR AN EMER LNDG AT I69; OH.
536821,200201,1201-1800,HEF.Airport,VA,,30,,3000,,VMC,,,Daylight,,,,Personal,Cessna 150,,1,Part 91,,Training,,Cruise,,Class E ZDC.E,,,,,,,,,,,,,,,,,,,,,,,,Indicating and Warning - Fuel System,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,FBO,Trainee; Pilot Not Flying,Flight Crew Multiengine; Flight Crew Private,Flight Crew Last 90 Days 30; Flight Crew Total 190; Flight Crew Type 40,,,,,536821,Aircraft X,,FBO,Pilot Flying; Instructor,Flight Crew Air Transport Pilot (ATP); Flight Crew Flight Instructor; Flight Crew Commercial; Flight Crew Multiengine; Flight Crew Instrument,Flight Crew Last 90 Days 240; Flight Crew Total 8500; Flight Crew Type 1700,,,,,536802,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural FAR,,,Person Flight Crew,,Flight Crew Landed in Emergency Condition,Aircraft; Human Factors,Human Factors,A C150 INSTRUCTOR AND STUDENT MISCALCULATED THEIR FUEL BURN; REQUIRING A PRECAUTIONARY LNDG IN A FIELD.
537677,200202,0601-1200,TKI.Airport,TX,,0,0,,,VMC,10,,Daylight,3500,,,FBO,Cessna 150,,2,Part 91,,Training,,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft Documentation,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,FBO,Instructor; Pilot Flying,Flight Crew Commercial; Flight Crew Flight Instructor; Flight Crew Instrument,Flight Crew Last 90 Days 45; Flight Crew Total 1320,,,,,537677,Aircraft X,,FBO,Trainee,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy; Other LOGBOOK ENTRY,,,Person Other Person,,General None Reported / Taken; General Maintenance Action,Human Factors; Aircraft; Company Policy,Human Factors,A C150'S LOGBOOK DOES NOT INDICATE THE REMOVAL OF ITS WHEEL PANTS AND THE RESULTING ADJUSTMENT NEEDED TO THE ACFT WT AND BAL DATA AT TKI; TX.
537848,200202,1801-2400,LBE.Airport,PA,,10,,3500,,,GUSTY; 20,,Night,25000,,Tower LBE.Tower,Personal,Cessna 150,,1,Part 91,,Personal,,Initial Approach,,Class E ZOB.E,,,,,,,,,,,,,,,,,,,,,,,,Electrical Power,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Single Pilot; Pilot Flying,Flight Crew Private,Flight Crew Last 90 Days 16.4; Flight Crew Total 684.5; Flight Crew Type 642.5,,,,,537848,Facility LBE.Tower,,Government,Local,,,,,,,,Aircraft Equipment Problem Critical; Other ELECTRICAL FAILURE,,,Person Flight Crew,,Air Traffic Control Provided Assistance; Air Traffic Control Issued New Clearance; Flight Crew Landed in Emergency Condition; General Maintenance Action; General None Reported / Taken,Aircraft,Aircraft,C150 PLT HAD TOTAL ELECTRICAL FAILURE AND LOST COM ON THE ACFT RADIOS AS A RESULT.
538152,200202,1201-1800,CFJ.Airport,IN,,,0,,,VMC,10,,Daylight,CLR,,CTAF CFJ,FBO,Cessna 152,,1,Part 91,VFR,Training,,Landing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FBO,Instructor,Flight Crew Student; Flight Crew Private; Flight Crew Instrument; Flight Crew Flight Instructor; Flight Crew Commercial; Flight Crew Multiengine; Maintenance Airframe; Maintenance Powerplant,Flight Crew Last 90 Days 165; Flight Crew Total 1700; Flight Crew Type 600,,,,,538152,Aircraft X,,FBO,Trainee; Pilot Flying,,,,,,,,Aircraft Equipment Problem Critical; Conflict Ground Conflict; Critical; Deviation / Discrepancy - Procedural FAR; Ground Event / Encounter Loss Of Aircraft Control; Ground Excursion Runway; Other ACFT STATUS,,,Person Flight Crew,,Aircraft Aircraft Damaged; General None Reported / Taken; General Maintenance Action,Aircraft; Human Factors,Human Factors,A C152 CFI FLIES HIS ACFT BACK TO HOME BASE; NOT REALIZING THAT THE PROP WAS DAMAGED DURING HIS STUDENT'S FLAWED SOLO LNDG.
538842,200202,1201-1800,FXE.Airport,FL,,10,,,,VMC,,,Daylight,,,Tower FXE.Tower,FBO,Cessna 152,,1,Part 91,,Training,,Initial Approach,Other Traffic Pattern,Class D FXE.D,,,,,,,,,,,,,,,,,,,,,,,,Electrical Power,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FBO,Instructor,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Flight Instructor; Flight Crew Commercial,Flight Crew Last 90 Days 83; Flight Crew Total 427,,,,,538842,Aircraft X,,FBO,Trainee; Pilot Flying; Single Pilot,Flight Crew Student,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,,General None Reported / Taken,Aircraft; Human Factors,Aircraft,A STUDENT PLT DEALS WITH COMPLETE ELECTRICAL FAILURE ON HIS FIRST SOLO FLT.
540408,200203,1201-1800,DAB.Airport,FL,,,,0,,VMC,,,Daylight,,,Tower DAB.Tower,FBO,Cessna 152,,1,Part 91,VFR,Training,,Cruise,,Class C DAB.C,,,,,,,,,,,,,,,,,,,,,,,,VHF,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,FBO,Trainee; Single Pilot; Pilot Flying,Flight Crew Student,Flight Crew Total 68.4,,,,,540408,Facility DAB.Tower,,Government,Local,,,,,,,,Aircraft Equipment Problem Less Severe; Other LOST ATC COM; ENTERED CLASS C,,,Person Flight Crew,,General Maintenance Action; General None Reported / Taken,Aircraft; Human Factors,Aircraft,C152 STUDENT PLT LOST COM WITH ATC.
541122,200203,0601-1200,DNL.Airport,GA,,8,,6500,,VMC,10,,Daylight,12000,,TRACON AGS.TRACON,Personal,Cessna 150,,1,Part 91,VFR,Personal,,Cruise,Vectors,Class E AGS.E,,,,,,,,,,,,,,,,,,,,,,,,Intake Assembly,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 6.4; Flight Crew Total 640; Flight Crew Type 640,,,,,541122,Facility AGS.TRACON,,Government,Approach,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Maintenance; Other ROUGH ENG,,,Person Flight Crew,,Air Traffic Control Provided Assistance; Flight Crew Diverted; Flight Crew Landed in Emergency Condition; General Declared Emergency; General Maintenance Action,Aircraft; Human Factors,Aircraft,ACFT EQUIP PROB MANDATES THAT A PVT PLT IN HIS C150H DIVERT TO ANOTHER ARPT AFTER DECLARING AN EMER WITH APCH CTLR AT AUG; GA.
541536,200203,0601-1200,FRG.Airport,NY,,,,,,VMC,20,,Daylight,CLR,,TRACON N90.TRACON; Tower FRG.Tower,FBO,Cessna 152,,1,Part 91,,Training,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transponder,,X,Malfunctioning,TRACON N90.TRACON,Corporate,Bombardier Learjet Undifferentiated or Other Model,,2,Part 91,IFR,Passenger,,Cruise,,Class E N90.E,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,FBO,Instructor; Pilot Not Flying,Flight Crew Commercial; Flight Crew Flight Instructor,Flight Crew Last 90 Days 100; Flight Crew Total 850; Flight Crew Type 150,,,,,541536,Aircraft X,,FBO,Trainee; Pilot Flying,,,,,,,,Aircraft Equipment Problem Less Severe; Conflict Airborne Conflict; Other Transponder Not On Twr Or Apch Ctlr Radar,Horizontal 600; Vertical 0,,Person Flight Crew,,Flight Crew Took Evasive Action; General None Reported / Taken,Aircraft; Human Factors,Ambiguous,SMA INSTRUCTOR AND STUDENT; AND A LEARJET HAD LESS THAN COMFORTABLE SEPARATION IN N90 CLASS E.
542642,200203,1201-1800,TIW.Airport,WA,,5,,2500,,VMC,55,,Daylight,CLR,,Tower TIW.Tower,Personal,Cessna 150,,1,Part 91,,Training,,Cruise,,Class E S46.E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Pilot Flying; Single Pilot,Flight Crew Commercial; Flight Crew Flight Instructor; Flight Crew Instrument,Flight Crew Last 90 Days 65; Flight Crew Total 400; Flight Crew Type 115,,,,,542642,Aircraft X,,Personal,Passenger,,,,,,,,Aircraft Equipment Problem Critical; Flight Deck / Cabin / Aircraft Event Smoke / Fire / Fumes / Odor; Other ENGINE FAILURE INFLT,,,Person Flight Crew,,Flight Crew Landed in Emergency Condition; General Declared Emergency,Aircraft,Aircraft,C150 PLT SMELLED SMOKE DURING SHORT XCOUNTRY AND DECLARED AN EMER AND LANDED IN A FIELD OFF ARPT WHEN THE ENG QUIT.
548525,200205,1201-1800,OSU.Airport,OH,,,,2700,,,7,,,,,Tower OSU.Tower,FBO,Cessna 152,,1,Part 91,,Training,,Initial Approach,,Class D OSU.D,,,,,,,,,,,,,,,,,,,,,,,,VHF,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,FBO,Single Pilot; Pilot Flying,Flight Crew Student,Flight Crew Last 90 Days 4; Flight Crew Total 80.9,,,,,548525,Facility OSU.Tower,,Contracted Service,Local,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy; Other VHF COM INTERMITTENT,,,Person Flight Crew,,Air Traffic Control Separated Traffic; Air Traffic Control Issued Advisory / Alert; General Maintenance Action; General Declared Emergency,Aircraft; Human Factors,Human Factors,STUDENT PLT HAS LOST COMS.
551327,200206,1201-1800,TTN.Airport,NJ,,,,800,,VMC,,,Daylight,6000,,Tower TTN.Tower,FBO,Cessna 152,,1,Part 91,,Training,,Initial Climb,,Class D TTN.D,,,,,,,,,,,,,,,,,,,,,,,,Cowling,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,FBO,Instructor; Pilot Not Flying,Flight Crew Commercial; Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Flight Instructor,Flight Crew Last 90 Days 150; Flight Crew Total 1100; Flight Crew Type 125,,,,,551327,Aircraft X,,FBO,Trainee; Pilot Flying; Single Pilot,,,,,,,,Aircraft Equipment Problem Critical; Other PIANO HINGE WORKED OUT OF COWLING INSPECTION DOOR,,,Person Flight Crew,,Flight Crew Landed As Precaution; General Maintenance Action,Aircraft; Human Factors,Human Factors,C152 COWLING INSPECTION DOOR PIANO HINGE CAME OUT ALLOWING THE DOOR TO OPEN INFLT.
