 ,Time,Time.1,Place,Place.1,Place.2,Place.3,Place.4,Place.5,Place.6,Environment,Environment.1,Environment.2,Environment.3,Environment.4,Environment.5,Aircraft 1,Aircraft 1.1,Aircraft 1.2,Aircraft 1.3,Aircraft 1.4,Aircraft 1.5,Aircraft 1.6,Aircraft 1.7,Aircraft 1.8,Aircraft 1.9,Aircraft 1.10,Aircraft 1.11,Aircraft 1.12,Aircraft 1.13,Aircraft 1.14,Aircraft 1.15,Aircraft 1.16,Aircraft 1.17,Aircraft 1.18,Aircraft 1.19,Aircraft 1.20,Aircraft 1.21,Aircraft 1.22,Aircraft 1.23,Aircraft 1.24,Aircraft 1.25,Aircraft 1.26,Aircraft 1.27,Aircraft 1.28,Aircraft 1.29,Aircraft 1.30,Aircraft 1.31,Aircraft 1.32,Aircraft 1.33,Aircraft 1.34,Component,Component.1,Component.2,Component.3,Aircraft 2,Aircraft 2.1,Aircraft 2.2,Aircraft 2.3,Aircraft 2.4,Aircraft 2.5,Aircraft 2.6,Aircraft 2.7,Aircraft 2.8,Aircraft 2.9,Aircraft 2.10,Aircraft 2.11,Aircraft 2.12,Aircraft 2.13,Aircraft 2.14,Aircraft 2.15,Aircraft 2.16,Aircraft 2.17,Aircraft 2.18,Aircraft 2.19,Aircraft 2.20,Aircraft 2.21,Aircraft 2.22,Aircraft 2.23,Aircraft 2.24,Aircraft 2.25,Aircraft 2.26,Aircraft 2.27,Aircraft 2.28,Aircraft 2.29,Aircraft 2.30,Aircraft 2.31,Aircraft 2.32,Aircraft 2.33,Aircraft 2.34,Person 1,Person 1.1,Person 1.2,Person 1.3,Person 1.4,Person 1.5,Person 1.6,Person 1.7,Person 1.8,Person 1.9,Person 1.10,Person 2,Person 2.1,Person 2.2,Person 2.3,Person 2.4,Person 2.5,Person 2.6,Person 2.7,Person 2.8,Person 2.9,Person 2.10,Events,Events.1,Events.2,Events.3,Events.4,Events.5,Assessments,Assessments.1,Report 1.2
450873,199909,1201-1800,HYA.Airport,MA,,,0,,,VMC,,,Daylight,,,Tower HYA.Tower,Personal,Skyhawk 172/Cutlass 172,,1,Part 91,VFR,Training,,Initial Approach; Initial Climb; Landing,Other Traffic Pattern,,,,,,,,,,,,,,,,,,,,,,,,,Rudder Trim System,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Pilot Flying; Single Pilot,Flight Crew Student,Flight Crew Last 90 Days 28; Flight Crew Total 116; Flight Crew Type 116,,,,,450873,Facility HYA.Tower,,Government,Local,Air Traffic Control Fully Certified,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Landing Without Clearance; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Clearance; Ground Incursion Runway,,,Person Flight Crew,,Flight Crew Landed As Precaution; General Maintenance Action,Human Factors; Aircraft,Human Factors,A C172 STUDENT PLT ON A SOLO FLT EXPERIENCES CTL PROBS WITH HIS RUDDER AND PERFORMS AN UNAUTH LNDG ON RWY 24; AN INACTIVE RWY AT HYA; MA.
450882,199909,1201-1800,HNL.Airport,HI,,1,,800,,VMC,,,Daylight,,,TRACON HNL.TRACON; Tower HNL.Tower,FBO,Skyhawk 172/Cutlass 172,,2,Part 91,IFR,Training,,Initial Climb,Other Other Published IFR Departure; Other Traffic Pattern,Class B HNL.B,,,,,,,,,,,,,,,,,,,,,,,,Service/Access Door,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,FBO,Trainee; Pilot Flying,Flight Crew Private,Flight Crew Last 90 Days 40; Flight Crew Total 180; Flight Crew Type 30,,,,,450882,Aircraft X,,FBO,Instructor; Pilot Not Flying,Flight Crew Commercial; Flight Crew Flight Instructor; Flight Crew Instrument,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Maintenance,,,Person Flight Crew,,Air Traffic Control Provided Assistance; Flight Crew Landed As Precaution; General Maintenance Action,Aircraft; Human Factors,Human Factors,A C172 INSTRUCTIONAL FLT TURNS BACK TO LAND WHEN AN ACCESS PANEL IS OBSERVED BELOW THE R WING AFTER TKOF FROM HNL; HI.
451968,199908,1801-2400,BWI.Airport,MD,,12,,2000,,VMC,,,Night,,,TRACON IAD.TRACON; TRACON DCA.TRACON,FBO,Skyhawk 172/Cutlass 172,,2,Part 91,VFR,Training,,Cruise,Other VFR FLYWAY,Class B BWI.B; Class E IAD.E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,FBO,Instructor; Pilot Not Flying,Flight Crew Multiengine; Flight Crew Flight Instructor; Flight Crew Commercial; Flight Crew Instrument,Flight Crew Last 90 Days 80; Flight Crew Total 723; Flight Crew Type 500,,,,,451968,Aircraft X,,FBO,Trainee; Pilot Flying,Flight Crew Student,,,,,,,Aircraft Equipment Problem Critical; Airspace Violation All Types; Deviation - Track / Heading All Types; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural FAR; Inflight Event / Encounter Bird / Animal; Other CLRNC DENIED,,,Person Flight Crew,,Aircraft Aircraft Damaged; Flight Crew Exited Penetrated Airspace,Aircraft; Environment - Non Weather Related; Procedure; Human Factors; Company Policy; Airspace Structure; Staffing,Human Factors,A RELATIVELY LOW-TIME CFI ON A TRAINING FLT; IS DENIED PERMISSION TO ENTER BWI CLASS B. ON THE ADJACENT VFR FLYWAY; HE SUFFERED A BIRD STRIKE; LOST VISUAL OUTSIDE CUES; AND INADVERTENTLY ENTERED BWI CLASS B.
452097,199910,0601-1200,L18.Airport,CA,,0,0,,,VMC,,,Daylight,,,,,Skylane 182/RG Turbo Skylane/RG,,1,Part 91,VFR,Tactical,,Parked; Taxi,,,,,,,Scheduled Maintenance,,,3,,,,,,,,,,,,,,,,Intake Assembly,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government,Maintenance Officer,Maintenance Inspection Authority; Other Maintenance Officer,,,Troubleshooting,,,452097,Aircraft X,,Government,Single Pilot; Pilot Flying,Flight Crew Commercial; Flight Crew Instrument,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Maintenance; Other Engine Failure,,,Person Flight Crew,,General Flight Cancelled / Delayed; General Maintenance Action,Aircraft; Human Factors,Aircraft,C182 HAD A ROUGH RUNNING ENG ON START UP.
452797,199910,0601-1200,UGN.Airport,IL,,0,0,,,VMC,,,Daylight,,,Tower UGN.Tower,FBO,Skyhawk 172/Cutlass 172,,1,Part 91,,Training,,Landing,,,,,,,,,,,,,,,,,,,,,,,,,,Air/Ground Communication,,X,Failed,Tower UGN.Tower,Corporate,HS 125 Series 600,,2,,,,,Landing; Initial Approach,Visual Approach,Class D UGN.D,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,FBO,Instructor; Pilot Not Flying,Flight Crew Commercial; Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Flight Instructor,Flight Crew Last 90 Days 160; Flight Crew Total 640; Flight Crew Type 280,,,,,452797,Aircraft X,,FBO,Trainee; Pilot Flying,Flight Crew Student,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy; Ground Incursion Runway,,,Person Air Traffic Control; Person Flight Crew,,Air Traffic Control Separated Traffic; Flight Crew Executed Go Around / Missed Approach; Flight Crew Executed Go Around / Missed Approach; General None Reported / Taken,Human Factors; Aircraft,Aircraft,INSTRUCTOR PLT GIVING LNDG PRACTICE TO A STUDENT IN A C172 LANDED WITHOUT CLRNC DUE TO A FAULTY #1 COMS RADIO. TWR CTLR SENT A BRITISH HAWKER AROUND.
453110,199910,1201-1800,HPN.Airport,NY,,16,,2500,,VMC,,,Dusk,,,Center ZNY.ARTCC,Personal,Skylane 182/RG Turbo Skylane/RG,,1,Part 91,,Passenger,,Cruise; Initial Approach; Landing,Direct; VFR Route; Visual Approach,Class D HPN.D; Class E ZNY.E,,,,,,,,,,,,,,,,,,,,,,,,Electrical Power,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Pilot Flying; Single Pilot,Flight Crew Instrument; Flight Crew Private,Flight Crew Total 500,,,,,453110,Facility HPN.Tower,,Government,Local,Air Traffic Control Fully Certified,,,,,,,Aircraft Equipment Problem Critical,,,Person Flight Crew,,Air Traffic Control Separated Traffic; Flight Crew Landed in Emergency Condition; Flight Crew Diverted; General Maintenance Action,Aircraft,Aircraft,C182 HAS COMPLETE ELECTRICAL FAILURE. PLT ELECTS TO DIVERT TO FAMILIAR ARPT AND LAND AS NIGHT IS APCHING.
453986,199910,1201-1800,SUT.Airport,SC,,3,1000,,,VMC,11,,Daylight,CLR,,,Personal,Skyhawk 172/Cutlass 172,,1,Part 91,VFR,Personal,,Initial Approach; Cruise; Landing,Visual Approach,Class E ZDC.E,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Pilot Flying; Single Pilot,Flight Crew Commercial; Flight Crew Instrument; Flight Crew Private,Flight Crew Last 90 Days 60; Flight Crew Total 900; Flight Crew Type 3,,,,,453986,Aircraft X,,,Passenger,,,,,,,,Aircraft Equipment Problem Critical; Other OFF ARPT LANDING,,,Automation Aircraft Other Automation; Person Flight Crew,,Flight Crew Landed in Emergency Condition,Aircraft,Aircraft,A C172 PLT EXPERIENCED A LOSS OF PWR AND MADE AN OFF ARPT LNDG NEAR SUT.
455652,199911,1801-2400,TX05.Airport,TX,,1,0,,,VMC,50,,Night,CLR,,CTAF TX05,FBO,Cessna 152,,2,Part 91,VFR,Training,,Other Off Airport Landing,Other Straight In,,,,,,,,,,,,,,,,,,,,,,,,,Fuel,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,FBO,Instructor,Flight Crew Flight Instructor,Flight Crew Last 90 Days 40; Flight Crew Total 1110; Flight Crew Type 600,,,,,455652,Aircraft X,,FBO,Trainee; Pilot Flying,Flight Crew Student,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural FAR; Other Fuel Exhaustion,,,Person Flight Crew,,Flight Crew Landed in Emergency Condition,Human Factors; Aircraft,Human Factors,A C152 CFI RPT ON AN OFF ARPT EMER NIGHT OP LNDG NEAR TX05; TX.
456100,199911,1201-1800,FXE.Airport,FL,,3,,500,,VMC,10,,Night,,,Tower FLL.Tower; Tower FXE.Tower,Personal,Skyhawk 172/Cutlass 172,,1,Part 91,,Personal,GPS,Initial Approach; Cruise,Direct; VFR Route; Visual Approach,Class C FLL.C; Class D FXE.D; Class E MIA.E,,,,,,,,,,,,,,,,,,,,,,,,GPS & Other Satellite Navigation,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 14; Flight Crew Total 241; Flight Crew Type 6,,,,,456100,Aircraft X,,Personal,Passenger,,,,,,,,Aircraft Equipment Problem Less Severe; Other Navigation Problems,,,Person Air Traffic Control; Person Flight Crew,,Air Traffic Control Provided Assistance; Flight Crew Became Reoriented,Weather; Aircraft; Human Factors,Human Factors,C172 PLT LOSES GPS AND BECOMES DISORIENTED IN THE FLL AND FXE AREA.
456940,199911,1801-2400,ABE.Airport,PA,,0,0,,,VMC,10,,Daylight,CLR,,Tower ABE.Tower,Personal,Skyhawk 172/Cutlass 172,,1,Part 91,VFR,Personal,,Landing,,,,,,,,,,,,,,,,,,,,,,,,,,Circuit Breaker / Fuse / Thermocouple,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 134; Flight Crew Total 202,,,,,456940,Facility ABE.Tower,,Government,Local,Air Traffic Control Fully Certified,,,,,,,Aircraft Equipment Problem Critical; Other Norac/Nordo Traffic,,,Person Flight Crew,,General None Reported / Taken; General Maintenance Action,Aircraft; Environment - Non Weather Related; Human Factors,Aircraft,A C172 PVT PLT SPENDS THE NIGHT AT ABE AFTER LNDG WITH AN INOP ALTERNATOR. UNABLE TO REPLACE A BLOWN FUSE; HE DEPARTS FOR FRR AFTER A RECHARGE OF THE BATTERY.
457580,199911,0601-1200,PXR.VORTAC,AZ,160,27,,8500,,VMC,10,,Daylight,25000,,Center ZAB.ARTCC; TRACON P50.TRACON,FBO,Skylane 182/RG Turbo Skylane/RG,,2,Part 91,VFR,Training,,Cruise,Direct,Class B PHX.B,,,,,,,,,,,,,,,,,,,,,,,,DME,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,FBO,Instructor; Pilot Not Flying,Flight Crew Instrument; Flight Crew Commercial; Flight Crew Flight Instructor; Flight Crew Multiengine,Flight Crew Last 90 Days 80; Flight Crew Total 988; Flight Crew Type 15,,,,,457580,Aircraft X,,FBO,Trainee; Pilot Flying,Flight Crew Private; Flight Crew Instrument,,,,,,,Aircraft Equipment Problem Less Severe; Airspace Violation All Types; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy,,,Automation Air Traffic Control; Person Air Traffic Control,,General None Reported / Taken,Aircraft; Human Factors; Incorrect / Not Installed / Unavailable Part; Airspace Structure; Environment - Non Weather Related,Human Factors,A C182 CFI ENTERS THE CLASS B AIRSPACE OF PHX WHILE VECTORED AWAY FROM E63 BY ZAB. FLT WAS VFR FLT FOLLOWING AND HAD NO DME; JUST A MALFUNCTIONING LORAN.
458061,199912,0601-1200,MWO.Airport,OH,,0,0,,,VMC,10,,Daylight,CLR,,,FBO,Cessna 152,,1,Part 91,,Training,,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft Documentation,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Single Pilot; Pilot Flying,Flight Crew Instrument; Flight Crew Commercial; Flight Crew Flight Instructor,Flight Crew Last 90 Days 128; Flight Crew Total 702; Flight Crew Type 486,,,,,458061,,,Government,FAA Inspector; Air Carrier Inspector,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Other / Unknown; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Other Person,,General Maintenance Action; General None Reported / Taken,Aircraft; Company Policy; Human Factors,Company Policy,INSTRUCTOR PLT OPERATED A C152 WHEN THE ACFT REGISTRATION CERTIFICATE DID NOT SHOW THE ACTUAL LEGAL OWNER.
458759,199912,1801-2400,ABI.Airport,TX,,10,,15,,VMC,,,Night,,,TRACON ABI.TRACON,Personal,Skyhawk 172/Cutlass 172,,1,Part 91,,Personal,,Descent; Initial Approach,VFR Route,Class C ABI.C,,,,,,,,,4,,,,,,,,,,,,,,,Elevator Tab,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Single Pilot; Pilot Flying,Flight Crew Commercial; Flight Crew Flight Instructor; Flight Crew Instrument,Flight Crew Last 90 Days 110; Flight Crew Total 509; Flight Crew Type 30,,,,,458759,Aircraft X,,Personal,Passenger,,,,,,,,Aircraft Equipment Problem Critical; Deviation - Altitude Excursion From Assigned Altitude; Inflight Event / Encounter Loss Of Aircraft Control; Inflight Event / Encounter Other / Unknown; Other Loss Of Elevator Control,,,Automation Aircraft Other Automation; Person Flight Crew,,Air Traffic Control Issued New Clearance; Air Traffic Control Provided Assistance; Flight Crew Landed in Emergency Condition; Flight Crew Diverted; General Maintenance Action; General Declared Emergency,Aircraft,Aircraft,C172 WITH STUCK TRIM ELEVATOR DECLARES EMER PRIOR TO LNDG ABI.
459733,199912,1201-1800,MIV.Airport,NJ,,10,,300,,VMC,Icing; 20,,Daylight,5000,,CTAF MIV; TRACON ACY.TRACON,Personal,Skyhawk 172/Cutlass 172,,1,Part 91,,Ferry / Re-Positioning,,Cruise,Direct; VFR Route,Class E ACY.E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Pilot Flying; Single Pilot,Flight Crew Instrument; Flight Crew Private,Flight Crew Last 90 Days 30; Flight Crew Total 750; Flight Crew Type 725,,,,,459733,,,,,,,,,,,,Aircraft Equipment Problem Critical; Inflight Event / Encounter Other / Unknown; Other Temporary Anomaly,,,Person Flight Crew,,,Environment - Non Weather Related; Weather,Environment - Non Weather Related,A C172 PVT PLT ENCOUNTERS CLR ICING ON THE WINGS AND WINDSHIELD WHILE IN VMC AT 2000 FT MSL 10 MI E OF MIV; NJ.
459879,200001,0601-1200,S56.TRACON,UT,,,,8000,,VMC,10,,Daylight,CLR,,CTAF 36U (Heber); CTAF LGU,,Skyhawk 172/Cutlass 172,,2,Part 91,,Training,,Cruise,Direct,,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,Traffic Collision Avoidance System (TCAS),,X,Malfunctioning; Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,FBO,,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Flight Instructor; Flight Crew Commercial,Flight Crew Last 90 Days 125; Flight Crew Total 575; Flight Crew Type 151,,,,,459880,Aircraft X,,FBO,,Flight Crew Private,,,,,,,Aircraft Equipment Problem Less Severe; Airspace Violation All Types; Deviation / Discrepancy - Procedural FAR; Other Mode C Inop,,,Person Flight Crew,,General None Reported / Taken,Human Factors,Human Factors,FLT INSTRUCTOR ENTERS CLASS B VEIL WITHOUT THE REQUIRED MODE C XPONDER CAPABILITY.
459890,200001,1801-2400,DAB.Airport,FL,,10,300,,,Marginal,Fog; 3,,Night,400,5000,Tower DAB.Tower,Personal,Skyhawk 172/Cutlass 172,,1,Part 91,,Training,,Descent,Visual Approach; Other Contact,Class C DAB.C,,,,,,,,,,,,,,,,,,,,,,,,VHF,,,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Single Pilot; Pilot Flying,Flight Crew Private,Flight Crew Last 90 Days 12; Flight Crew Total 103,,,,,459890,Facility DAB.Tower,,Government,Local,Air Traffic Control Fully Certified,,,,,,,Aircraft Equipment Problem Less Severe; Airspace Violation All Types; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Clearance; Inflight Event / Encounter CFTT / CFIT; Inflight Event / Encounter VFR In IMC; Inflight Event / Encounter Weather / Turbulence; Other NORACTFC,,,Person Flight Crew,,Flight Crew Landed in Emergency Condition; General Maintenance Action,Aircraft; Weather; Human Factors; Environment - Non Weather Related,Aircraft,A C172 PVT PLT LOSES HIS VHF COM CAPABILITY DURING A NIGHT OP AND AFTER BEING NEAR IMC IN VFR FLT AT 300 FT AGL LANDS AT HIS HOME ARPT OF DAB; FL.
460412,200001,1801-2400,DLH.Airport,MN,,0,0,,,VMC,10,,Night,CLR,,Tower DLH.Tower,Personal,Skyhawk 172/Cutlass 172,,1,Part 91,,Personal,,Cruise; Initial Climb; Takeoff / Launch; Taxi,VFR Route,Class D DLH.D,,,,,,,,,,,,,,,,,,,,,,,,AC Generation,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Single Pilot; Pilot Flying,Flight Crew Private,Flight Crew Last 90 Days 34; Flight Crew Total 102; Flight Crew Type 102,,,,,460412,Facility DLH.Tower,,Government,Local,Air Traffic Control Fully Certified,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural FAR,,,Automation Aircraft Other Automation; Person Flight Crew,,Aircraft Equipment Problem Dissipated; General None Reported / Taken,Aircraft; Human Factors; Weather,Aircraft,A C172 PVT PLT TAKES OFF FROM DLH WITHOUT BEACON LIGHT OR LNDG LIGHTS WHEN HIS ELECTRICAL SYS ALLOWS ONLY THE LIGHTS OR THE RADIOS TO BE WORKING INDIVIDUALLY; NOT AT THE SAME TIME.
460442,200001,1201-1800,9G0.Airport,NY,,0,0,,,VMC,10,,Daylight,6000,,UNICOM 9G0,FBO,Skyhawk 172/Cutlass 172,,2,Part 91,,Training,,Landing,,,,,,,,,,,,,,,,,,,,,,,,,,Normal Brake System,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,FBO,Instructor; Pilot Not Flying,Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP); Flight Crew Flight Instructor,Flight Crew Last 90 Days 65; Flight Crew Total 4463; Flight Crew Type 1454,,,,,460441,Aircraft X,,FBO,Trainee; Pilot Flying,Flight Crew Student,,,,,,,Aircraft Equipment Problem Critical; Conflict Ground Conflict; Critical; Ground Event / Encounter Loss Of Aircraft Control; Ground Excursion Runway; Inflight Event / Encounter Other / Unknown; Other Icy Rwy,,,Person Flight Crew,,Aircraft Aircraft Damaged; General Maintenance Action; General None Reported / Taken,Weather; Human Factors; Environment - Non Weather Related; Airport; Aircraft,Airport,A C172 ON A TRAINING FLT SLIDES SIDEWAYS OFF RWY 24. ICE HAD FORMED ON THE MELTED SNOW AT 9G0; NY.
460590,200001,1201-1800,HYW.Airport,SC,,,0,,,VMC,10,,Daylight,CLR,,CTAF HYW,FBO,Skyhawk 172/Cutlass 172,,1,Part 91,,,,Landing,,,,,,,,,,,,,,,,,,,,,,,,,,Brake System,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,FBO,Pilot Flying; Single Pilot,Flight Crew Flight Instructor; Flight Crew Commercial,Flight Crew Last 90 Days 190; Flight Crew Total 2600; Flight Crew Type 100,,,,,460590,,,,,,,,,,,,Aircraft Equipment Problem Critical; Ground Event / Encounter Loss Of Aircraft Control; Ground Excursion Runway,,,Person Flight Crew,,General None Reported / Taken; General Maintenance Action,Aircraft; Human Factors,Aircraft,C172 PLT LEAVES RWY AT HYW; SC; WHEN 1 BRAKE FAILED.
460880,200001,1201-1800,06A.Airport,AL,,0,,6000,,VMC,Turbulence; 6,,Dusk,CLR,,TRACON CSG.TRACON,Air Taxi,Skyhawk 172/Cutlass 172,,1,Part 135,IFR,Cargo / Freight / Delivery,,Cruise,,Class E CSG.E,,,Y,Y,,,,,,,,,,,,,,,,,,,,Powerplant Fuel System,,X,Improperly Operated; Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Air Taxi,Pilot Flying; Single Pilot,Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 11; Flight Crew Total 3438; Flight Crew Type 5,,,,,460880,Facility CSG.TRACON,,Government,Approach,Air Traffic Control Fully Certified,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Weather / Turbulence; Other Fuel Sys Mgmnt,,,Person Flight Crew,,Flight Crew Diverted; Flight Crew Landed in Emergency Condition; General Declared Emergency; General Maintenance Action,Aircraft; Human Factors,Aircraft,A C172 ATX PLT MAKES AN EMER FORCED LNDG AT TUSKEGEE WHEN THE ENG DOES NOT DEVELOP FULL PWR AT 6000 FT OVER 06A; AL.
460917,200001,0601-1200,Hevvn,FL,,0,,5000,,VMC,,,Daylight,,,Center ZJX.ARTCC,Personal,Skylane 182/RG Turbo Skylane/RG,,1,Part 91,IFR,Personal,,Cruise,,Class E ZJX.E,,,,,,,,,,,,,,,,,,,,,,,,AC Generator/Alternator,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Pilot Flying; Single Pilot,Flight Crew Instrument; Flight Crew Commercial,Flight Crew Last 90 Days 30; Flight Crew Total 2018; Flight Crew Type 1385,,,,,460917,Facility ZJX.ARTCC,,Government,Enroute,Air Traffic Control Fully Certified,,,,,,,Aircraft Equipment Problem Less Severe; Deviation - Altitude Excursion From Assigned Altitude; Deviation - Track / Heading All Types; Deviation / Discrepancy - Procedural Clearance; Other Lost Communication Procedure,,,Automation Aircraft Other Automation; Person Flight Crew,,Flight Crew Diverted; General Maintenance Action,Aircraft,Aircraft,A C182 COMMERCIAL PLT LOSES HIS ALTERNATOR AND DEVIATES TO OCF AFTER BEING UNABLE TO ESTABLISH RADIO CONTACT WITH ZJX; FL.
460977,200001,1801-2400,OMA.Airport,NE,,8,,4000,,VMC,10,,Night,8000,,Tower OMA.Tower,Corporate,Cessna 120,,1,Part 91,IFR,Passenger,,Descent,Visual Approach,Class C OMA.C,,,,,,,,,,,,,,,,,,,,,,,,Reciprocating Engine Assembly,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Corporate,Pilot Flying; Single Pilot,Flight Crew Multiengine; Flight Crew Commercial; Flight Crew Instrument,Flight Crew Last 90 Days 150; Flight Crew Total 15000; Flight Crew Type 10000,,,,,460977,Facility OMA.Tower,,Government,Local,Air Traffic Control Fully Certified,,,,,,,Aircraft Equipment Problem Critical; Other FUEL EXHAUSTION,,,Automation Aircraft Other Automation; Person Flight Crew,,Flight Crew Landed in Emergency Condition,Human Factors; Aircraft; Weather,Human Factors,PLT OF A C210 MADE AN OFF ARPT EMER LNDG ON A ROAD DUE TO RUNNING OUT OF FUEL DURING A VISUAL APCH.
461739,200001,1201-1800,ZZZ.Airport,US,,0,0,,,VMC,10,,Daylight,CLR,,Tower ZZZ.Tower,Government,Skyhawk 172/Cutlass 172,,1,Part 91,VFR,Test Flight / Demonstration,,Taxi,,,,,Y,Y,,,,3,,,,,,,,,,,,,,,,Parking Brake,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Government,Single Pilot; Pilot Flying,Flight Crew Instrument; Flight Crew Commercial,Flight Crew Last 90 Days 34; Flight Crew Total 3464; Flight Crew Type 3200,,,,,461739,Facility ZZZ.Tower,,Government,Ground,Air Traffic Control Fully Certified,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Ground Event / Encounter Loss Of Aircraft Control; Ground Excursion Runway,,,Person Flight Crew,,Aircraft Aircraft Damaged; General Declared Emergency; General Flight Cancelled / Delayed; General Maintenance Action,Aircraft; Human Factors,Human Factors,A C172 WHILE TAXIING DECLARED AN EMER AND MADE A RWY INCURSION DUE TO BRAKE FAILURE CAUSED BY TAXIING WITH THE PARKING BRAKE PARTIALLY SET.
